Game,Importance
433850,0.11798853633703224
252490,0.10649572794088917
440,0.10446872464371688
48700,0.10078500319530766
221100,0.04982052319356312
13530,0.049523051656991376
240760,0.048780305042439055
17410,0.04061598212359694
45740,0.013235000224652724
263280,0.012200572835069767
32380,0.007751415754479218
45770,0.0054838755569872975
371660,0.004322896575910546
382050,0.003063484730158172
35140,0.0025472164239966704
481190,0.0
481110,0.0
481600,0.0
480900,0.0
481870,0.0
